Week Ending Date,Report Date,Date,Weighted Prices,Sales
11/28/2015,12/02/2015,10/31,2.4785,"3,044,032"
11/28/2015,12/02/2015,11/07,2.6718,"4,383,463"
11/28/2015,12/02/2015,11/14,2.8223,"3,316,443"
11/28/2015,12/02/2015,11/21,2.8886,"3,390,055"
11/28/2015,12/02/2015,11/28,2.8867,"2,155,617"
11/21/2015,11/25/2015,11/21,2.8880,"3,307,382"
11/21/2015,11/25/2015,11/14,2.8224,"3,319,364"
11/21/2015,11/25/2015,11/07,2.6718,"4,383,463"
11/21/2015,11/25/2015,10/31,2.4785,"3,044,032"
11/21/2015,11/25/2015,10/24,2.4379,"4,189,717"
11/14/2015,11/18/2015,10/17,2.4277,"3,976,646"
11/14/2015,11/18/2015,10/24,2.4379,"4,189,717"
11/14/2015,11/18/2015,10/31,2.4791,"3,044,032"
11/14/2015,11/18/2015,11/07,2.6703,"4,344,937"
11/14/2015,11/18/2015,11/14,2.8215,"3,278,028"
11/07/2015,11/12/2015,11/07,2.6209,"3,358,654"
11/07/2015,11/12/2015,10/31,2.4791,"3,044,032"
11/07/2015,11/12/2015,10/24,2.4379,"4,189,717"
11/07/2015,11/12/2015,10/17,2.4277,"3,976,646"
11/07/2015,11/12/2015,10/10,2.6577,"3,906,008"
10/31/2015,11/04/2015,10/03,2.8648,"3,793,650"
10/31/2015,11/04/2015,10/10,2.6577,"3,906,008"
10/31/2015,11/04/2015,10/17,2.4277,"3,976,646"
10/31/2015,11/04/2015,10/24,2.4379,"4,189,717"
10/31/2015,11/04/2015,10/31,2.4791,"3,044,032"
10/24/2015,10/28/2015,10/24,2.4379,"4,189,717"
10/24/2015,10/28/2015,10/17,2.4331,"4,016,329"
10/24/2015,10/28/2015,10/10,2.6576,"3,910,417"
10/24/2015,10/28/2015,10/03,2.8636,"3,835,041"
10/24/2015,10/28/2015,09/26,2.6431,"4,318,138"
10/17/2015,10/21/2015,09/19,2.4862,"4,268,235"
10/17/2015,10/21/2015,09/26,2.6431,"4,318,138"
10/17/2015,10/21/2015,10/03,2.8636,"3,835,041"
10/17/2015,10/21/2015,10/10,2.6576,"3,910,417"
10/17/2015,10/21/2015,10/17,2.4352,"3,933,712"
10/10/2015,10/15/2015,10/10,2.6612,"3,869,081"
10/10/2015,10/15/2015,10/03,2.8626,"3,835,041"
10/10/2015,10/15/2015,09/26,2.6431,"4,318,248"
10/10/2015,10/15/2015,09/19,2.4861,"4,266,251"
10/10/2015,10/15/2015,09/12,2.3653,"3,510,940"
10/03/2015,10/07/2015,09/05,2.2395,"3,702,102"
10/03/2015,10/07/2015,09/12,2.3653,"3,510,940"
10/03/2015,10/07/2015,09/19,2.4861,"4,266,251"
10/03/2015,10/07/2015,09/26,2.6432,"4,359,584"
10/03/2015,10/07/2015,10/03,2.8655,"3,782,737"
09/26/2015,09/30/2015,09/26,2.6432,"4,359,584"
09/26/2015,09/30/2015,09/19,2.4861,"4,263,498"
09/26/2015,09/30/2015,09/12,2.3653,"3,510,943"
09/26/2015,09/30/2015,09/05,2.2395,"3,702,105"
09/26/2015,09/30/2015,08/29,2.2203,"3,704,756"
09/19/2015,09/23/2015,08/22,2.0217,"3,720,618"
09/19/2015,09/23/2015,08/29,2.2206,"3,704,756"
09/19/2015,09/23/2015,09/05,2.2308,"3,807,817"
09/19/2015,09/23/2015,09/12,2.3562,"3,552,944"
09/19/2015,09/23/2015,09/19,2.4713,"3,537,965"
09/12/2015,09/16/2015,09/12,2.3562,"3,552,944"
09/12/2015,09/16/2015,09/05,2.2308,"3,807,817"
09/12/2015,09/16/2015,08/29,2.2206,"3,704,756"
09/12/2015,09/16/2015,08/22,2.0212,"3,720,728"
09/12/2015,09/16/2015,08/15,1.9832,"3,766,868"
09/05/2015,09/10/2015,08/08,1.9370,"3,214,732"
09/05/2015,09/10/2015,08/15,1.9832,"3,766,868"
09/05/2015,09/10/2015,08/22,2.0212,"3,720,728"
09/05/2015,09/10/2015,08/29,2.2206,"3,704,756"
09/05/2015,09/10/2015,09/05,2.2290,"3,727,900"
08/29/2015,09/02/2015,08/29,2.2206,"3,704,756"
08/29/2015,09/02/2015,08/22,2.0212,"3,720,728"
08/29/2015,09/02/2015,08/15,1.9832,"3,766,868"
08/29/2015,09/02/2015,08/08,1.9370,"3,214,732"
08/29/2015,09/02/2015,08/01,1.9059,"3,723,209"
08/22/2015,08/26/2015,07/25,1.8908,"3,449,791"
08/22/2015,08/26/2015,08/01,1.9060,"3,723,209"
08/22/2015,08/26/2015,08/08,1.9370,"3,214,732"
08/22/2015,08/26/2015,08/15,1.9832,"3,766,868"
08/22/2015,08/26/2015,08/22,2.0210,"3,679,446"
08/15/2015,08/19/2015,08/15,1.9853,"2,793,481"
08/15/2015,08/19/2015,08/08,1.9370,"3,214,732"
08/15/2015,08/19/2015,08/01,1.9062,"3,641,583"
08/15/2015,08/19/2015,07/25,1.8908,"3,449,791"
08/15/2015,08/19/2015,07/18,1.9303,"2,460,745"
08/08/2015,08/12/2015,07/11,1.9356,"2,745,394"
08/08/2015,08/12/2015,07/18,1.9303,"2,460,745"
08/08/2015,08/12/2015,07/25,1.8908,"3,449,791"
08/08/2015,08/12/2015,08/01,1.9062,"3,641,583"
08/08/2015,08/12/2015,08/08,1.9346,"2,967,156"
08/01/2015,08/05/2015,08/01,1.9062,"3,641,583"
08/01/2015,08/05/2015,07/25,1.8908,"3,449,791"
08/01/2015,08/05/2015,07/18,1.9303,"2,460,745"
08/01/2015,08/05/2015,07/11,1.9356,"2,745,394"
08/01/2015,08/05/2015,07/04,1.9286,"2,525,404"
07/25/2015,07/29/2015,06/27,1.9037,"2,833,437"
07/25/2015,07/29/2015,07/04,1.9284,"2,521,601"
07/25/2015,07/29/2015,07/11,1.9356,"2,745,449"
07/25/2015,07/29/2015,07/18,1.9303,"2,460,745"
07/25/2015,07/29/2015,07/25,1.8930,"3,160,879"
07/18/2015,07/22/2015,07/18,1.9301,"2,420,842"
07/18/2015,07/22/2015,07/11,1.9356,"2,745,504"
07/18/2015,07/22/2015,07/04,1.9284,"2,521,601"
07/18/2015,07/22/2015,06/27,1.9037,"2,833,492"
07/18/2015,07/22/2015,06/20,1.8862,"2,627,942"
07/11/2015,07/15/2015,06/13,1.9361,"2,918,720"
07/11/2015,07/15/2015,06/20,1.8863,"2,631,415"
07/11/2015,07/15/2015,06/27,1.9037,"2,833,492"
07/11/2015,07/15/2015,07/04,1.9284,"2,521,601"
07/11/2015,07/15/2015,07/11,1.9353,"2,592,505"
07/04/2015,07/08/2015,07/04,1.9294,"2,233,239"
07/04/2015,07/08/2015,06/27,1.9037,"2,833,492"
07/04/2015,07/08/2015,06/20,1.8863,"2,631,415"
07/04/2015,07/08/2015,06/13,1.9362,"2,925,995"
07/04/2015,07/08/2015,06/06,1.9026,"5,011,725"
06/27/2015,07/01/2015,05/30,1.9110,"2,477,258"
06/27/2015,07/01/2015,06/06,1.9015,"4,929,052"
06/27/2015,07/01/2015,06/13,1.9364,"2,884,659"
06/27/2015,07/01/2015,06/20,1.8863,"2,631,415"
06/27/2015,07/01/2015,06/27,1.9037,"2,833,492"
06/20/2015,06/24/2015,06/20,1.8864,"2,590,189"
06/20/2015,06/24/2015,06/13,1.9364,"2,884,714"
06/20/2015,06/24/2015,06/06,1.9015,"4,929,052"
06/20/2015,06/24/2015,05/30,1.9110,"2,477,258"
06/20/2015,06/24/2015,05/23,1.9670,"3,162,469"
06/13/2015,06/17/2015,05/16,1.8803,"4,104,811"
06/13/2015,06/17/2015,05/23,1.9670,"3,162,469"
06/13/2015,06/17/2015,05/30,1.9110,"2,477,258"
06/13/2015,06/17/2015,06/06,1.9032,"4,722,371"
06/13/2015,06/17/2015,06/13,1.9345,"2,879,202"
06/06/2015,06/10/2015,06/06,1.9029,"4,639,809"
06/06/2015,06/10/2015,05/30,1.9110,"2,477,258"
06/06/2015,06/10/2015,05/23,1.9670,"3,162,469"
06/06/2015,06/10/2015,05/16,1.8803,"4,104,811"
06/06/2015,06/10/2015,05/09,1.8192,"4,111,030"
05/30/2015,06/03/2015,05/02,1.8044,"3,048,841"
05/30/2015,06/03/2015,05/09,1.8192,"4,090,968"
05/30/2015,06/03/2015,05/16,1.8803,"4,104,811"
05/30/2015,06/03/2015,05/23,1.9670,"3,162,469"
05/30/2015,06/03/2015,05/30,1.9110,"2,477,258"
05/23/2015,05/28/2015,05/23,1.9672,"3,162,469"
05/23/2015,05/28/2015,05/16,1.8811,"4,125,148"
05/23/2015,05/28/2015,05/09,1.8192,"4,090,968"
05/23/2015,05/28/2015,05/02,1.8044,"3,048,841"
05/23/2015,05/28/2015,04/25,1.7580,"3,940,010"
05/16/2015,05/20/2015,04/18,1.7342,"4,880,033"
05/16/2015,05/20/2015,04/25,1.7580,"3,940,010"
05/16/2015,05/20/2015,05/02,1.8038,"3,007,615"
05/16/2015,05/20/2015,05/09,1.8181,"4,130,981"
05/16/2015,05/20/2015,05/16,1.8767,"3,805,702"
05/09/2015,05/13/2015,05/09,1.8176,"4,089,645"
05/09/2015,05/13/2015,05/02,1.8049,"2,966,278"
05/09/2015,05/13/2015,04/25,1.7580,"3,940,010"
05/09/2015,05/13/2015,04/18,1.7342,"4,880,033"
05/09/2015,05/13/2015,04/11,1.7419,"3,600,851"
05/02/2015,05/06/2015,04/04,1.6977,"2,772,127"
05/02/2015,05/06/2015,04/11,1.7419,"3,600,851"
05/02/2015,05/06/2015,04/18,1.7342,"4,880,032"
05/02/2015,05/06/2015,04/25,1.7580,"3,940,009"
05/02/2015,05/06/2015,05/02,1.8049,"2,966,333"
04/25/2015,04/29/2015,04/25,1.7577,"3,898,948"
04/25/2015,04/29/2015,04/18,1.7345,"4,838,696"
04/25/2015,04/29/2015,04/11,1.7419,"3,600,851"
04/25/2015,04/29/2015,04/04,1.6977,"2,772,127"
04/25/2015,04/29/2015,03/28,1.6715,"3,013,128"
04/18/2015,04/22/2015,03/21,1.7082,"4,628,483"
04/18/2015,04/22/2015,03/28,1.6722,"3,140,113"
04/18/2015,04/22/2015,04/04,1.6977,"2,772,127"
04/18/2015,04/22/2015,04/11,1.7419,"3,614,080"
04/18/2015,04/22/2015,04/18,1.7351,"4,590,844"
04/11/2015,04/15/2015,04/11,1.7425,"3,157,562"
04/11/2015,04/15/2015,04/04,1.6977,"2,772,182"
04/11/2015,04/15/2015,03/28,1.6724,"3,140,113"
04/11/2015,04/15/2015,03/21,1.7082,"4,628,483"
04/11/2015,04/15/2015,03/14,1.7171,"2,701,593"
04/04/2015,04/08/2015,03/07,1.6816,"4,661,968"
04/04/2015,04/08/2015,03/14,1.7171,"2,701,593"
04/04/2015,04/08/2015,03/21,1.7082,"4,628,483"
04/04/2015,04/08/2015,03/28,1.6719,"3,140,113"
04/04/2015,04/08/2015,04/04,1.6973,"2,689,620"
03/28/2015,04/01/2015,03/28,1.6719,"3,140,113"
03/28/2015,04/01/2015,03/21,1.7082,"4,628,483"
03/28/2015,04/01/2015,03/14,1.7209,"2,618,921"
03/28/2015,04/01/2015,03/07,1.6813,"4,705,509"
03/28/2015,04/01/2015,02/28,1.7068,"4,527,474"
03/21/2015,03/25/2015,02/21,1.7117,"4,592,292"
03/21/2015,03/25/2015,02/28,1.7068,"4,527,474"
03/21/2015,03/25/2015,03/07,1.6813,"4,705,509"
03/21/2015,03/25/2015,03/14,1.7209,"2,618,921"
03/21/2015,03/25/2015,03/21,1.7082,"4,132,999"
03/14/2015,03/18/2015,03/14,1.7190,"2,495,574"
03/14/2015,03/18/2015,03/07,1.6813,"4,705,509"
03/14/2015,03/18/2015,02/28,1.7068,"4,527,474"
03/14/2015,03/18/2015,02/21,1.7117,"4,592,292"
03/14/2015,03/18/2015,02/14,1.6927,"4,281,858"
03/07/2015,03/11/2015,02/07,1.6300,"5,916,869"
03/07/2015,03/11/2015,02/14,1.6927,"4,281,858"
03/07/2015,03/11/2015,02/21,1.7117,"4,592,292"
03/07/2015,03/11/2015,02/28,1.7068,"4,527,474"
03/07/2015,03/11/2015,03/07,1.6832,"4,540,219"
02/28/2015,03/04/2015,02/28,1.7068,"4,527,474"
02/28/2015,03/04/2015,02/21,1.7117,"4,592,292"
02/28/2015,03/04/2015,02/14,1.6972,"4,281,858"
02/28/2015,03/04/2015,02/07,1.6300,"5,916,869"
02/28/2015,03/04/2015,01/31,1.5641,"6,263,066"
02/21/2015,02/25/2015,01/24,1.5531,"4,561,931"
02/21/2015,02/25/2015,01/31,1.5641,"6,263,066"
02/21/2015,02/25/2015,02/07,1.6300,"5,916,869"
02/21/2015,02/25/2015,02/14,1.6972,"4,281,858"
02/21/2015,02/25/2015,02/21,1.7119,"4,550,956"
02/14/2015,02/19/2015,02/14,1.6976,"4,323,194"
02/14/2015,02/19/2015,02/07,1.6300,"5,916,869"
02/14/2015,02/19/2015,01/31,1.5641,"6,263,066"
02/14/2015,02/19/2015,01/24,1.5531,"4,561,931"
02/14/2015,02/19/2015,01/17,1.5510,"3,708,678"
02/07/2015,02/11/2015,01/10,1.5529,"5,191,847"
02/07/2015,02/11/2015,01/17,1.5510,"3,708,678"
02/07/2015,02/11/2015,01/24,1.5548,"4,644,603"
02/07/2015,02/11/2015,01/31,1.5641,"6,263,066"
02/07/2015,02/11/2015,02/07,1.6287,"5,833,260"
01/31/2015,02/04/2015,01/31,1.5641,"6,263,066"
01/31/2015,02/04/2015,01/24,1.5548,"4,644,603"
01/31/2015,02/04/2015,01/17,1.5510,"3,708,678"
01/31/2015,02/04/2015,01/10,1.5529,"5,191,847"
01/31/2015,02/04/2015,01/03,1.6166,"2,527,650"
01/24/2015,01/28/2015,12/27,1.6584,"1,984,209"
01/24/2015,01/28/2015,01/03,1.6166,"2,527,650"
01/24/2015,01/28/2015,01/10,1.5529,"5,191,847"
01/24/2015,01/28/2015,01/17,1.5510,"3,708,678"
01/24/2015,01/28/2015,01/24,1.5550,"4,603,267"
01/17/2015,01/22/2015,01/17,1.5510,"3,709,395"
01/17/2015,01/22/2015,01/10,1.5529,"5,191,957"
01/17/2015,01/22/2015,01/03,1.6166,"2,527,650"
01/17/2015,01/22/2015,12/27,1.6584,"1,984,209"
01/17/2015,01/22/2015,12/20,1.8970,"3,043,784"
01/10/2015,01/14/2015,12/13,1.9561,"3,116,542"
01/10/2015,01/14/2015,12/20,1.8970,"3,043,784"
01/10/2015,01/14/2015,12/27,1.6584,"1,984,209"
01/10/2015,01/14/2015,01/03,1.6166,"2,527,650"
01/10/2015,01/14/2015,01/10,1.5558,"4,489,240"
01/03/2015,01/07/2015,01/03,1.6166,"2,527,650"
01/03/2015,01/07/2015,12/27,1.6584,"1,984,209"
01/03/2015,01/07/2015,12/20,1.8970,"3,043,784"
01/03/2015,01/07/2015,12/13,1.9561,"3,116,542"
01/03/2015,01/07/2015,12/06,1.9814,"4,268,052"
12/27/2014,12/31/2014,11/29,2.0043,"2,874,465"
12/27/2014,12/31/2014,12/06,1.9814,"4,268,052"
12/27/2014,12/31/2014,12/13,1.9561,"3,116,542"
12/27/2014,12/31/2014,12/20,1.8970,"3,043,784"
12/27/2014,12/31/2014,12/27,1.6618,"1,901,536"
12/20/2014,12/24/2014,12/20,1.9169,"2,834,347"
12/20/2014,12/24/2014,12/13,1.9561,"3,116,542"
12/20/2014,12/24/2014,12/06,1.9814,"4,268,052"
12/20/2014,12/24/2014,11/29,2.0043,"2,874,465"
12/20/2014,12/24/2014,11/22,1.9915,"3,182,167"
12/13/2014,12/17/2014,11/15,2.0004,"3,899,040"
12/13/2014,12/17/2014,11/22,1.9915,"3,182,169"
12/13/2014,12/17/2014,11/29,2.0043,"2,874,468"
12/13/2014,12/17/2014,12/06,1.9814,"4,268,052"
12/13/2014,12/17/2014,12/13,1.9557,"3,075,261"
12/06/2014,12/10/2014,12/06,1.9872,"3,659,196"
12/06/2014,12/10/2014,11/29,2.0046,"2,874,468"
12/06/2014,12/10/2014,11/22,1.9915,"3,182,169"
12/06/2014,12/10/2014,11/15,2.0004,"3,899,040"
12/06/2014,12/10/2014,11/08,1.9660,"4,196,101"
11/29/2014,12/03/2014,11/01,1.9882,"3,814,843"
11/29/2014,12/03/2014,11/08,1.9660,"4,196,101"
11/29/2014,12/03/2014,11/15,2.0004,"3,899,040"
11/29/2014,12/03/2014,11/22,1.9915,"3,182,169"
11/29/2014,12/03/2014,11/29,2.0046,"2,874,468"
11/22/2014,11/26/2014,11/22,1.9953,"3,018,312"
11/22/2014,11/26/2014,11/15,2.0004,"3,899,040"
11/22/2014,11/26/2014,11/08,1.9660,"4,196,101"
11/22/2014,11/26/2014,11/01,1.9882,"3,814,843"
11/22/2014,11/26/2014,10/25,2.1938,"3,539,634"
11/15/2014,11/19/2014,10/18,2.6983,"3,090,820"
11/15/2014,11/19/2014,10/25,2.1938,"3,539,634"
11/15/2014,11/19/2014,11/01,1.9882,"3,814,843"
11/15/2014,11/19/2014,11/08,1.9660,"4,196,101"
11/15/2014,11/19/2014,11/15,2.0013,"3,816,367"
11/08/2014,11/13/2014,11/08,1.9672,"4,154,765"
11/08/2014,11/13/2014,11/01,1.9882,"3,814,843"
11/08/2014,11/13/2014,10/25,2.1938,"3,539,634"
11/08/2014,11/13/2014,10/18,2.6983,"3,090,820"
11/08/2014,11/13/2014,10/11,2.9214,"3,234,534"
11/01/2014,11/05/2014,10/04,3.0130,"2,889,766"
11/01/2014,11/05/2014,10/11,2.9215,"3,234,534"
11/01/2014,11/05/2014,10/18,2.6983,"3,090,820"
11/01/2014,11/05/2014,10/25,2.1938,"3,539,634"
11/01/2014,11/05/2014,11/01,1.9882,"3,814,843"
10/25/2014,10/29/2014,10/25,2.1995,"3,498,298"
10/25/2014,10/29/2014,10/18,2.6983,"3,090,820"
10/25/2014,10/29/2014,10/11,2.9215,"3,234,534"
10/25/2014,10/29/2014,10/04,3.0130,"2,889,766"
10/25/2014,10/29/2014,09/27,2.9687,"3,511,099"
10/18/2014,10/22/2014,09/20,2.9225,"3,802,514"
10/18/2014,10/22/2014,09/27,2.9687,"3,511,099"
10/18/2014,10/22/2014,10/04,3.0130,"2,889,766"
10/18/2014,10/22/2014,10/11,2.9215,"3,234,534"
10/18/2014,10/22/2014,10/18,2.7366,"3,049,484"
10/11/2014,10/16/2014,10/11,2.9228,"3,151,862"
10/11/2014,10/16/2014,10/04,3.0130,"2,889,766"
10/11/2014,10/16/2014,09/27,2.9687,"3,511,099"
10/11/2014,10/16/2014,09/20,2.9225,"3,802,514"
10/11/2014,10/16/2014,09/13,2.7793,"3,923,201"
10/04/2014,10/08/2014,09/06,2.7508,"3,812,017"
10/04/2014,10/08/2014,09/13,2.7793,"3,923,201"
10/04/2014,10/08/2014,09/20,2.9225,"3,802,514"
10/04/2014,10/08/2014,09/27,2.9687,"3,511,099"
10/04/2014,10/08/2014,10/04,3.0130,"2,848,430"
09/27/2014,10/01/2014,09/27,2.9687,"3,511,099"
09/27/2014,10/01/2014,09/20,2.9225,"3,802,514"
09/27/2014,10/01/2014,09/13,2.7793,"3,923,201"
09/27/2014,10/01/2014,09/06,2.7508,"3,812,017"
09/27/2014,10/01/2014,08/30,2.6682,"4,952,771"
09/20/2014,09/24/2014,08/23,2.5385,"4,708,239"
09/20/2014,09/24/2014,08/30,2.6682,"4,952,771"
09/20/2014,09/24/2014,09/06,2.7508,"3,812,017"
09/20/2014,09/24/2014,09/13,2.7793,"3,923,201"
09/20/2014,09/24/2014,09/20,2.9224,"3,761,177"
09/13/2014,09/17/2014,09/13,2.7793,"3,881,865"
09/13/2014,09/17/2014,09/06,2.7508,"3,812,017"
09/13/2014,09/17/2014,08/30,2.6682,"4,952,771"
09/13/2014,09/17/2014,08/23,2.5385,"4,708,239"
09/13/2014,09/17/2014,08/16,2.4165,"6,592,229"
09/06/2014,09/10/2014,08/09,2.4676,"3,178,549"
09/06/2014,09/10/2014,08/16,2.4165,"6,592,229"
09/06/2014,09/10/2014,08/23,2.5385,"4,708,239"
09/06/2014,09/10/2014,08/30,2.6682,"4,952,771"
09/06/2014,09/10/2014,09/06,2.7512,"3,770,681"
08/30/2014,09/04/2014,08/30,2.6682,"4,952,771"
08/30/2014,09/04/2014,08/23,2.5385,"4,708,239"
08/30/2014,09/04/2014,08/16,2.4165,"6,592,229"
08/30/2014,09/04/2014,08/09,2.4676,"3,178,549"
08/30/2014,09/04/2014,08/02,2.5286,"4,976,336"
08/23/2014,08/27/2014,07/26,2.4131,"4,115,485"
08/23/2014,08/27/2014,08/02,2.5286,"4,976,336"
08/23/2014,08/27/2014,08/09,2.4676,"3,178,549"
08/23/2014,08/27/2014,08/16,2.4165,"6,592,229"
08/23/2014,08/27/2014,08/23,2.5389,"4,666,903"
08/16/2014,08/20/2014,08/16,2.4143,"6,432,396"
08/16/2014,08/20/2014,08/09,2.4676,"3,178,549"
08/16/2014,08/20/2014,08/02,2.5286,"4,976,336"
08/16/2014,08/20/2014,07/26,2.4131,"4,115,430"
08/16/2014,08/20/2014,07/19,2.3686,"4,152,478"
08/09/2014,08/13/2014,07/12,2.3113,"4,067,251"
08/09/2014,08/13/2014,07/19,2.3686,"4,152,478"
08/09/2014,08/13/2014,07/26,2.4131,"4,115,430"
08/09/2014,08/13/2014,08/02,2.5286,"4,976,336"
08/09/2014,08/13/2014,08/09,2.4807,"3,707,371"
08/02/2014,08/06/2014,08/02,2.5313,"4,711,784"
08/02/2014,08/06/2014,07/26,2.4131,"4,115,430"
08/02/2014,08/06/2014,07/19,2.3686,"4,152,478"
08/02/2014,08/06/2014,07/12,2.3113,"4,067,251"
08/02/2014,08/06/2014,07/05,2.2823,"2,929,600"
07/26/2014,07/30/2014,06/28,2.2083,"4,010,820"
07/26/2014,07/30/2014,07/05,2.2823,"2,929,600"
07/26/2014,07/30/2014,07/12,2.3113,"4,067,251"
07/26/2014,07/30/2014,07/19,2.3686,"4,152,478"
07/26/2014,07/30/2014,07/26,2.4109,"3,894,970"
07/19/2014,07/23/2014,07/19,2.3669,"3,739,391"
07/19/2014,07/23/2014,07/12,2.3113,"4,067,251"
07/19/2014,07/23/2014,07/05,2.2823,"2,929,600"
07/19/2014,07/23/2014,06/28,2.2083,"4,010,820"
07/19/2014,07/23/2014,06/21,2.1744,"4,833,637"
07/12/2014,07/16/2014,06/14,2.1836,"4,453,420"
07/12/2014,07/16/2014,06/21,2.1744,"4,833,637"
07/12/2014,07/16/2014,06/28,2.2083,"4,010,820"
07/12/2014,07/16/2014,07/05,2.2823,"2,929,600"
07/12/2014,07/16/2014,07/12,2.3120,"3,984,082"
07/05/2014,07/09/2014,07/05,2.2823,"2,929,655"
07/05/2014,07/09/2014,06/28,2.2083,"4,010,820"
07/05/2014,07/09/2014,06/21,2.1744,"4,833,637"
07/05/2014,07/09/2014,06/14,2.1836,"4,453,420"
07/05/2014,07/09/2014,06/07,2.1857,"3,652,109"
06/28/2014,07/02/2014,05/31,2.1261,"4,822,912"
06/28/2014,07/02/2014,06/07,2.1857,"3,652,109"
06/28/2014,07/02/2014,06/14,2.1836,"4,453,420"
06/28/2014,07/02/2014,06/21,2.1744,"4,833,637"
06/28/2014,07/02/2014,06/28,2.2095,"3,928,147"
06/21/2014,06/25/2014,06/21,2.1675,"4,525,158"
06/21/2014,06/25/2014,06/14,2.1836,"4,453,420"
06/21/2014,06/25/2014,06/07,2.1857,"3,652,109"
06/21/2014,06/25/2014,05/31,2.1261,"4,822,912"
06/21/2014,06/25/2014,05/24,2.1189,"5,440,889"
06/14/2014,06/18/2014,05/17,2.0554,"3,789,819"
06/14/2014,06/18/2014,05/24,2.1189,"5,440,889"
06/14/2014,06/18/2014,05/31,2.1261,"4,822,912"
06/14/2014,06/18/2014,06/07,2.1857,"3,652,109"
06/14/2014,06/18/2014,06/14,2.1836,"4,453,420"
06/07/2014,06/11/2014,06/07,2.1850,"3,610,772"
06/07/2014,06/11/2014,05/31,2.1293,"4,822,912"
06/07/2014,06/11/2014,05/24,2.1189,"5,440,889"
06/07/2014,06/11/2014,05/17,2.0554,"3,789,819"
06/07/2014,06/11/2014,05/10,1.9897,"4,410,235"
05/31/2014,06/04/2014,05/03,1.9042,"3,856,954"
05/31/2014,06/04/2014,05/10,1.9897,"4,410,235"
05/31/2014,06/04/2014,05/17,2.0554,"3,789,819"
05/31/2014,06/04/2014,05/24,2.1189,"5,440,889"
05/31/2014,06/04/2014,05/31,2.1293,"4,822,912"
05/24/2014,05/29/2014,05/24,2.1192,"5,440,889"
05/24/2014,05/29/2014,05/17,2.0580,"3,537,062"
05/24/2014,05/29/2014,05/10,1.9897,"4,410,235"
05/24/2014,05/29/2014,05/03,1.9042,"3,856,954"
05/24/2014,05/29/2014,04/26,1.8631,"6,324,654"
05/17/2014,05/21/2014,04/19,1.9628,"3,086,229"
05/17/2014,05/21/2014,04/26,1.8631,"6,324,654"
05/17/2014,05/21/2014,05/03,1.9042,"3,856,954"
05/17/2014,05/21/2014,05/10,1.9894,"4,410,235"
05/17/2014,05/21/2014,05/17,2.0544,"3,377,229"
05/10/2014,05/14/2014,05/10,1.9894,"4,410,235"
05/10/2014,05/14/2014,05/03,1.9042,"3,856,954"
05/10/2014,05/14/2014,04/26,1.8631,"6,324,654"
05/10/2014,05/14/2014,04/19,1.9628,"3,086,229"
05/10/2014,05/14/2014,04/12,1.9792,"2,757,348"
05/03/2014,05/07/2014,04/05,1.9593,"2,647,090"
05/03/2014,05/07/2014,04/12,1.9792,"2,757,348"
05/03/2014,05/07/2014,04/19,1.9628,"3,086,229"
05/03/2014,05/07/2014,04/26,1.8631,"6,324,654"
05/03/2014,05/07/2014,05/03,1.9036,"3,812,862"
04/26/2014,04/30/2014,04/26,1.8631,"6,324,654"
04/26/2014,04/30/2014,04/19,1.9628,"3,086,229"
04/26/2014,04/30/2014,04/12,1.9792,"2,757,348"
04/26/2014,04/30/2014,04/05,1.9593,"2,647,090"
04/26/2014,04/30/2014,03/29,1.8982,"4,089,917"
04/19/2014,04/23/2014,03/22,1.8500,"5,658,194"
04/19/2014,04/23/2014,03/29,1.8982,"4,089,917"
04/19/2014,04/23/2014,04/05,1.9593,"2,647,090"
04/19/2014,04/23/2014,04/12,1.9792,"2,757,348"
04/19/2014,04/23/2014,04/19,1.9632,"3,044,893"
04/12/2014,04/16/2014,04/12,1.9839,"2,467,994"
04/12/2014,04/16/2014,04/05,1.9593,"2,647,090"
04/12/2014,04/16/2014,03/29,1.8982,"4,089,917"
04/12/2014,04/16/2014,03/22,1.8500,"5,658,194"
04/12/2014,04/16/2014,03/15,1.8407,"2,764,078"
04/05/2014,04/09/2014,03/08,1.8246,"2,864,973"
04/05/2014,04/09/2014,03/15,1.8394,"2,847,853"
04/05/2014,04/09/2014,03/22,1.8500,"5,658,194"
04/05/2014,04/09/2014,03/29,1.8982,"4,089,917"
04/05/2014,04/09/2014,04/05,1.9697,"2,073,949"
03/29/2014,04/02/2014,03/29,1.8989,"4,048,581"
03/29/2014,04/02/2014,03/22,1.8500,"5,658,194"
03/29/2014,04/02/2014,03/15,1.8394,"2,847,853"
03/29/2014,04/02/2014,03/08,1.8246,"2,864,973"
03/29/2014,04/02/2014,03/01,1.8074,"3,858,078"
03/22/2014,03/26/2014,02/22,1.8243,"2,758,401"
03/22/2014,03/26/2014,03/01,1.8090,"3,941,856"
03/22/2014,03/26/2014,03/08,1.8244,"2,948,749"
03/22/2014,03/26/2014,03/15,1.8396,"2,847,855"
03/22/2014,03/26/2014,03/22,1.8506,"5,616,859"
03/15/2014,03/19/2014,03/15,1.8396,"2,847,855"
03/15/2014,03/19/2014,03/08,1.8223,"2,948,749"
03/15/2014,03/19/2014,03/01,1.8090,"3,941,856"
03/15/2014,03/19/2014,02/22,1.8243,"2,758,401"
03/15/2014,03/19/2014,02/15,1.8599,"3,694,684"
