Week Ending Date,Report Date,Date,Weighted Prices,Sales
05/16/2015,05/20/2015,05/02,.9503,"19,770,749"
05/16/2015,05/20/2015,05/09,.9414,"18,584,110"
05/16/2015,05/20/2015,05/16,.9557,"20,531,068"
05/09/2015,05/13/2015,05/09,.9414,"18,542,278"
05/09/2015,05/13/2015,05/02,.9503,"19,770,749"
05/09/2015,05/13/2015,04/25,.9517,"39,647,958"
05/09/2015,05/13/2015,04/18,.9668,"26,609,589"
05/09/2015,05/13/2015,04/11,.9751,"22,220,358"
05/02/2015,05/06/2015,04/04,.9953,"18,901,701"
05/02/2015,05/06/2015,04/11,.9751,"22,220,358"
05/02/2015,05/06/2015,04/18,.9668,"26,609,589"
05/02/2015,05/06/2015,04/25,.9517,"39,668,013"
05/02/2015,05/06/2015,05/02,.9506,"19,773,154"
04/25/2015,04/29/2015,04/25,.9527,"39,623,920"
04/25/2015,04/29/2015,04/18,.9669,"26,610,140"
04/25/2015,04/29/2015,04/11,.9751,"22,220,358"
04/25/2015,04/29/2015,04/04,.9957,"18,944,086"
04/25/2015,04/29/2015,03/28,.9919,"29,164,527"
04/18/2015,04/22/2015,03/21,1.0089,"20,560,218"
04/18/2015,04/22/2015,03/28,.9920,"29,160,527"
04/18/2015,04/22/2015,04/04,.9954,"18,901,616"
04/18/2015,04/22/2015,04/11,.9753,"22,220,358"
04/18/2015,04/22/2015,04/18,.9665,"26,419,146"
04/11/2015,04/15/2015,04/11,.9752,"21,893,401"
04/11/2015,04/15/2015,04/04,.9956,"18,859,453"
04/11/2015,04/15/2015,03/28,.9920,"29,160,527"
04/11/2015,04/15/2015,03/21,1.0076,"20,180,756"
04/11/2015,04/15/2015,03/14,1.0735,"15,190,854"
04/04/2015,04/08/2015,03/07,1.0440,"17,088,529"
04/04/2015,04/08/2015,03/14,1.0715,"15,452,719"
04/04/2015,04/08/2015,03/21,1.0076,"20,181,748"
04/04/2015,04/08/2015,03/28,.9920,"29,158,157"
04/04/2015,04/08/2015,04/04,.9955,"18,818,117"
03/28/2015,04/01/2015,03/28,.9918,"29,102,705"
03/28/2015,04/01/2015,03/21,1.0076,"20,181,748"
03/28/2015,04/01/2015,03/14,1.0717,"15,439,492"
03/28/2015,04/01/2015,03/07,1.0443,"17,086,269"
03/28/2015,04/01/2015,02/28,1.0579,"26,262,759"
03/21/2015,03/25/2015,02/21,1.0182,"27,985,210"
03/21/2015,03/25/2015,02/28,1.0580,"26,220,759"
03/21/2015,03/25/2015,03/07,1.0442,"17,171,697"
03/21/2015,03/25/2015,03/14,1.0712,"15,730,010"
03/21/2015,03/25/2015,03/21,1.0085,"20,309,303"
03/14/2015,03/18/2015,03/14,1.0724,"15,699,807"
03/14/2015,03/18/2015,03/07,1.0443,"17,129,700"
03/14/2015,03/18/2015,02/28,1.0580,"26,220,759"
03/14/2015,03/18/2015,02/21,1.0194,"27,456,106"
03/14/2015,03/18/2015,02/14,1.0233,"23,175,317"
03/07/2015,03/11/2015,02/07,1.0200,"19,758,351"
03/07/2015,03/11/2015,02/14,1.0230,"22,960,151"
03/07/2015,03/11/2015,02/21,1.0194,"27,456,006"
03/07/2015,03/11/2015,02/28,1.0580,"26,220,759"
03/07/2015,03/11/2015,03/07,1.0463,"16,964,521"
02/28/2015,03/04/2015,02/28,1.0580,"26,221,144"
02/28/2015,03/04/2015,02/21,1.0194,"27,456,006"
02/28/2015,03/04/2015,02/14,1.0230,"22,960,151"
02/28/2015,03/04/2015,02/07,1.0193,"19,588,301"
02/28/2015,03/04/2015,01/31,.9713,"33,819,312"
02/21/2015,02/25/2015,01/24,.9987,"22,851,544"
02/21/2015,02/25/2015,01/31,.9713,"33,819,312"
02/21/2015,02/25/2015,02/07,1.0194,"19,588,302"
02/21/2015,02/25/2015,02/14,1.0231,"22,918,151"
02/21/2015,02/25/2015,02/21,1.0189,"27,248,665"
02/14/2015,02/19/2015,02/14,1.0230,"22,232,140"
02/14/2015,02/19/2015,02/07,1.0194,"19,588,301"
02/14/2015,02/19/2015,01/31,.9712,"33,819,311"
02/14/2015,02/19/2015,01/24,.9988,"22,809,799"
02/14/2015,02/19/2015,01/17,1.0090,"26,036,751"
02/07/2015,02/11/2015,01/10,1.0449,"21,954,611"
02/07/2015,02/11/2015,01/17,1.0098,"26,119,672"
02/07/2015,02/11/2015,01/24,1.0020,"22,809,799"
02/07/2015,02/11/2015,01/31,.9726,"33,944,718"
02/07/2015,02/11/2015,02/07,1.0194,"19,256,143"
01/31/2015,02/04/2015,01/31,.9737,"33,817,711"
01/31/2015,02/04/2015,01/24,1.0020,"22,809,854"
01/31/2015,02/04/2015,01/17,1.0098,"26,119,672"
01/31/2015,02/04/2015,01/10,1.0452,"21,912,707"
01/31/2015,02/04/2015,01/03,1.1437,"13,817,426"
01/24/2015,01/28/2015,12/27,1.1698,"11,625,091"
01/24/2015,01/28/2015,01/03,1.1457,"13,607,539"
01/24/2015,01/28/2015,01/10,1.0452,"21,912,707"
01/24/2015,01/28/2015,01/17,1.0098,"26,121,895"
01/24/2015,01/28/2015,01/24,1.0022,"22,755,290"
01/17/2015,01/22/2015,01/17,1.0085,"25,855,580"
01/17/2015,01/22/2015,01/10,1.0452,"21,912,707"
01/17/2015,01/22/2015,01/03,1.1457,"13,607,539"
01/17/2015,01/22/2015,12/27,1.1698,"11,625,091"
01/17/2015,01/22/2015,12/20,1.2315,"18,137,407"
01/10/2015,01/14/2015,12/13,1.2480,"20,181,194"
01/10/2015,01/14/2015,12/20,1.2499,"16,796,447"
01/10/2015,01/14/2015,12/27,1.1698,"11,625,201"
01/10/2015,01/14/2015,01/03,1.1457,"13,607,539"
01/10/2015,01/14/2015,01/10,1.0618,"22,617,053"
01/03/2015,01/07/2015,01/03,1.1395,"13,082,732"
01/03/2015,01/07/2015,12/27,1.1698,"11,625,201"
01/03/2015,01/07/2015,12/20,1.2499,"16,796,447"
01/03/2015,01/07/2015,12/13,1.2551,"19,594,771"
01/03/2015,01/07/2015,12/06,1.3043,"20,173,602"
12/27/2014,12/31/2014,11/29,1.3318,"16,888,709"
12/27/2014,12/31/2014,12/06,1.3098,"19,753,602"
12/27/2014,12/31/2014,12/13,1.2551,"19,594,771"
12/27/2014,12/31/2014,12/20,1.2499,"16,796,447"
12/27/2014,12/31/2014,12/27,1.1700,"11,458,771"
12/20/2014,12/24/2014,12/20,1.2518,"16,586,283"
12/20/2014,12/24/2014,12/13,1.2551,"19,594,071"
12/20/2014,12/24/2014,12/06,1.3098,"19,753,602"
12/20/2014,12/24/2014,11/29,1.3318,"16,888,709"
12/20/2014,12/24/2014,11/22,1.3381,"22,105,731"
12/13/2014,12/17/2014,11/15,1.4405,"18,513,421"
12/13/2014,12/17/2014,11/22,1.3378,"22,114,549"
12/13/2014,12/17/2014,11/29,1.3318,"16,888,709"
12/13/2014,12/17/2014,12/06,1.3098,"19,753,602"
12/13/2014,12/17/2014,12/13,1.2550,"19,414,918"
12/06/2014,12/10/2014,12/06,1.3100,"19,568,454"
12/06/2014,12/10/2014,11/29,1.3318,"16,888,709"
12/06/2014,12/10/2014,11/22,1.3379,"22,114,549"
12/06/2014,12/10/2014,11/15,1.4405,"18,513,421"
12/06/2014,12/10/2014,11/08,1.4629,"16,718,949"
11/29/2014,12/03/2014,11/01,1.4578,"17,067,915"
11/29/2014,12/03/2014,11/08,1.4629,"16,718,949"
11/29/2014,12/03/2014,11/15,1.4405,"18,513,421"
11/29/2014,12/03/2014,11/22,1.3379,"22,114,604"
11/29/2014,12/03/2014,11/29,1.3313,"16,846,822"
11/22/2014,11/26/2014,11/22,1.3380,"22,031,838"
11/22/2014,11/26/2014,11/15,1.4405,"18,515,645"
11/22/2014,11/26/2014,11/08,1.4630,"16,718,949"
11/22/2014,11/26/2014,11/01,1.4578,"17,067,915"
11/22/2014,11/26/2014,10/25,1.4910,"17,010,807"
11/15/2014,11/19/2014,10/18,1.5117,"18,075,979"
11/15/2014,11/19/2014,10/25,1.4915,"17,050,807"
11/15/2014,11/19/2014,11/01,1.4578,"17,067,915"
11/15/2014,11/19/2014,11/08,1.4630,"16,718,949"
11/15/2014,11/19/2014,11/15,1.4414,"18,296,910"
11/08/2014,11/13/2014,11/08,1.4633,"16,580,555"
11/08/2014,11/13/2014,11/01,1.4578,"17,067,915"
11/08/2014,11/13/2014,10/25,1.4915,"17,050,807"
11/08/2014,11/13/2014,10/18,1.5118,"17,949,446"
11/08/2014,11/13/2014,10/11,1.4950,"16,531,854"
11/01/2014,11/05/2014,10/04,1.4927,"17,566,414"
11/01/2014,11/05/2014,10/11,1.4950,"16,550,593"
11/01/2014,11/05/2014,10/18,1.5118,"17,949,446"
11/01/2014,11/05/2014,10/25,1.4915,"17,053,007"
11/01/2014,11/05/2014,11/01,1.4578,"17,067,915"
10/25/2014,10/29/2014,10/25,1.4915,"17,053,007"
10/25/2014,10/29/2014,10/18,1.5118,"17,949,447"
10/25/2014,10/29/2014,10/11,1.4950,"16,550,593"
10/25/2014,10/29/2014,10/04,1.4931,"17,542,219"
10/25/2014,10/29/2014,09/27,1.4427,"40,625,912"
10/18/2014,10/22/2014,09/20,1.5121,"21,422,541"
10/18/2014,10/22/2014,09/27,1.4427,"40,625,912"
10/18/2014,10/22/2014,10/04,1.4931,"17,542,219"
10/18/2014,10/22/2014,10/11,1.4953,"16,508,093"
10/18/2014,10/22/2014,10/18,1.5147,"17,033,791"
10/11/2014,10/16/2014,10/11,1.4953,"16,424,869"
10/11/2014,10/16/2014,10/04,1.4931,"17,541,875"
10/11/2014,10/16/2014,09/27,1.4427,"40,625,912"
10/11/2014,10/16/2014,09/20,1.5120,"21,389,700"
10/11/2014,10/16/2014,09/13,1.4692,"37,128,489"
10/04/2014,10/08/2014,09/06,1.4862,"37,450,381"
10/04/2014,10/08/2014,09/13,1.4678,"37,002,614"
10/04/2014,10/08/2014,09/20,1.5120,"21,389,700"
10/04/2014,10/08/2014,09/27,1.4427,"40,625,912"
10/04/2014,10/08/2014,10/04,1.4925,"17,334,878"
09/27/2014,10/01/2014,09/27,1.4422,"40,800,023"
09/27/2014,10/01/2014,09/20,1.5120,"21,391,900"
09/27/2014,10/01/2014,09/13,1.4678,"37,003,055"
09/27/2014,10/01/2014,09/06,1.4849,"37,324,924"
09/27/2014,10/01/2014,08/30,1.7222,"20,872,904"
09/20/2014,09/24/2014,08/23,1.7882,"19,670,387"
09/20/2014,09/24/2014,08/30,1.7222,"20,872,904"
09/20/2014,09/24/2014,09/06,1.4849,"37,324,924"
09/20/2014,09/24/2014,09/13,1.4678,"37,003,331"
09/20/2014,09/24/2014,09/20,1.5124,"21,350,013"
09/13/2014,09/17/2014,09/13,1.4683,"36,964,957"
09/13/2014,09/17/2014,09/06,1.4849,"37,324,979"
09/13/2014,09/17/2014,08/30,1.7222,"20,872,904"
09/13/2014,09/17/2014,08/23,1.7882,"19,671,261"
09/13/2014,09/17/2014,08/16,1.8113,"18,865,435"
09/06/2014,09/10/2014,08/09,1.7903,"18,494,226"
09/06/2014,09/10/2014,08/16,1.8114,"18,851,321"
09/06/2014,09/10/2014,08/23,1.7883,"19,670,387"
09/06/2014,09/10/2014,08/30,1.7224,"20,872,904"
09/06/2014,09/10/2014,09/06,1.4825,"37,008,975"
08/30/2014,09/04/2014,08/30,1.7223,"20,663,836"
08/30/2014,09/04/2014,08/23,1.7883,"19,670,387"
08/30/2014,09/04/2014,08/16,1.8110,"18,798,626"
08/30/2014,09/04/2014,08/09,1.7903,"18,494,226"
08/30/2014,09/04/2014,08/02,1.8418,"17,614,308"
08/23/2014,08/27/2014,07/26,1.8371,"19,467,926"
08/23/2014,08/27/2014,08/02,1.8418,"17,614,308"
08/23/2014,08/27/2014,08/09,1.7907,"18,577,726"
08/23/2014,08/27/2014,08/16,1.8116,"18,798,626"
08/23/2014,08/27/2014,08/23,1.7887,"19,606,448"
08/16/2014,08/20/2014,08/16,1.8118,"18,715,742"
08/16/2014,08/20/2014,08/09,1.7921,"18,577,726"
08/16/2014,08/20/2014,08/02,1.8415,"17,530,477"
08/16/2014,08/20/2014,07/26,1.8373,"19,509,813"
08/16/2014,08/20/2014,07/19,1.8695,"19,174,843"
08/09/2014,08/13/2014,07/12,1.8832,"18,873,213"
08/09/2014,08/13/2014,07/19,1.8695,"19,174,843"
08/09/2014,08/13/2014,07/26,1.8373,"19,509,813"
08/09/2014,08/13/2014,08/02,1.8415,"17,530,477"
08/09/2014,08/13/2014,08/09,1.7958,"18,094,075"
08/02/2014,08/06/2014,08/02,1.8412,"17,405,384"
08/02/2014,08/06/2014,07/26,1.8373,"19,512,031"
08/02/2014,08/06/2014,07/19,1.8695,"19,177,060"
08/02/2014,08/06/2014,07/12,1.8832,"18,873,213"
08/02/2014,08/06/2014,07/05,1.8581,"22,354,811"
07/26/2014,07/30/2014,06/28,1.8793,"19,360,971"
07/26/2014,07/30/2014,07/05,1.8581,"22,354,811"
07/26/2014,07/30/2014,07/12,1.8832,"18,873,213"
07/26/2014,07/30/2014,07/19,1.8695,"19,177,060"
07/26/2014,07/30/2014,07/26,1.8371,"19,346,335"
07/19/2014,07/23/2014,07/19,1.8694,"18,913,681"
07/19/2014,07/23/2014,07/12,1.8832,"18,873,268"
07/19/2014,07/23/2014,07/05,1.8581,"22,354,811"
07/19/2014,07/23/2014,06/28,1.8793,"19,360,969"
07/19/2014,07/23/2014,06/21,1.8734,"18,073,791"
07/12/2014,07/16/2014,06/14,1.8621,"22,986,925"
07/12/2014,07/16/2014,06/21,1.8734,"18,073,791"
07/12/2014,07/16/2014,06/28,1.8793,"19,363,780"
07/12/2014,07/16/2014,07/05,1.8586,"22,354,811"
07/12/2014,07/16/2014,07/12,1.8845,"18,618,029"
07/05/2014,07/09/2014,07/05,1.8585,"22,306,200"
07/05/2014,07/09/2014,06/28,1.8793,"19,363,780"
07/05/2014,07/09/2014,06/21,1.8734,"18,029,699"
07/05/2014,07/09/2014,06/14,1.8621,"22,986,925"
07/05/2014,07/09/2014,06/07,1.8429,"22,484,842"
06/28/2014,07/02/2014,05/31,1.8902,"21,704,907"
06/28/2014,07/02/2014,06/07,1.8427,"22,528,842"
06/28/2014,07/02/2014,06/14,1.8621,"22,986,925"
06/28/2014,07/02/2014,06/21,1.8734,"18,029,699"
06/28/2014,07/02/2014,06/28,1.8796,"18,945,181"
06/21/2014,06/25/2014,06/21,1.8731,"18,014,931"
06/21/2014,06/25/2014,06/14,1.8621,"22,986,925"
06/21/2014,06/25/2014,06/07,1.8427,"22,528,842"
06/21/2014,06/25/2014,05/31,1.8901,"21,704,411"
06/21/2014,06/25/2014,05/24,1.8143,"36,279,431"
06/14/2014,06/18/2014,05/17,1.8554,"29,360,118"
06/14/2014,06/18/2014,05/24,1.8143,"36,279,486"
06/14/2014,06/18/2014,05/31,1.8901,"21,704,411"
06/14/2014,06/18/2014,06/07,1.8427,"22,528,842"
06/14/2014,06/18/2014,06/14,1.8624,"22,837,013"
06/07/2014,06/11/2014,06/07,1.8435,"22,318,229"
06/07/2014,06/11/2014,05/31,1.8901,"21,704,411"
06/07/2014,06/11/2014,05/24,1.8143,"36,281,686"
06/07/2014,06/11/2014,05/17,1.8554,"29,360,118"
06/07/2014,06/11/2014,05/10,1.8983,"29,032,948"
05/31/2014,06/04/2014,05/03,1.9471,"28,150,286"
05/31/2014,06/04/2014,05/10,1.8983,"29,032,948"
05/31/2014,06/04/2014,05/17,1.8554,"29,360,118"
05/31/2014,06/04/2014,05/24,1.8143,"36,281,686"
05/31/2014,06/04/2014,05/31,1.8901,"21,704,687"
05/24/2014,05/29/2014,05/24,1.8143,"36,265,429"
05/24/2014,05/29/2014,05/17,1.8554,"29,360,118"
05/24/2014,05/29/2014,05/10,1.8983,"29,032,948"
05/24/2014,05/29/2014,05/03,1.9473,"28,150,286"
05/24/2014,05/29/2014,04/26,2.0145,"19,166,675"
05/17/2014,05/21/2014,04/19,2.0125,"21,487,607"
05/17/2014,05/21/2014,04/26,2.0145,"19,166,675"
05/17/2014,05/21/2014,05/03,1.9475,"28,196,630"
05/17/2014,05/21/2014,05/10,1.8983,"29,032,948"
05/17/2014,05/21/2014,05/17,1.8556,"29,316,026"
05/10/2014,05/14/2014,05/10,1.8987,"28,897,396"
05/10/2014,05/14/2014,05/03,1.9475,"28,196,630"
05/10/2014,05/14/2014,04/26,2.0139,"19,208,675"
05/10/2014,05/14/2014,04/19,2.0125,"21,487,607"
05/10/2014,05/14/2014,04/12,2.0015,"27,768,394"
05/03/2014,05/07/2014,04/05,2.0510,"24,268,725"
05/03/2014,05/07/2014,04/12,2.0015,"27,768,394"
05/03/2014,05/07/2014,04/19,2.0125,"21,487,607"
05/03/2014,05/07/2014,04/26,2.0139,"19,208,675"
05/03/2014,05/07/2014,05/03,1.9473,"28,217,139"
04/26/2014,04/30/2014,04/26,2.0173,"18,908,679"
04/26/2014,04/30/2014,04/19,2.0112,"21,487,607"
04/26/2014,04/30/2014,04/12,1.9986,"27,768,394"
04/26/2014,04/30/2014,04/05,2.0510,"24,268,725"
04/26/2014,04/30/2014,03/29,2.0730,"20,311,337"
04/19/2014,04/23/2014,03/22,2.0857,"17,200,017"
04/19/2014,04/23/2014,03/29,2.0730,"20,311,337"
04/19/2014,04/23/2014,04/05,2.0510,"24,268,725"
04/19/2014,04/23/2014,04/12,1.9986,"27,768,504"
04/19/2014,04/23/2014,04/19,2.0110,"21,446,419"
04/12/2014,04/16/2014,04/12,1.9989,"27,682,766"
04/12/2014,04/16/2014,04/05,2.0522,"24,268,725"
04/12/2014,04/16/2014,03/29,2.0730,"20,311,337"
04/12/2014,04/16/2014,03/22,2.0857,"17,200,017"
04/12/2014,04/16/2014,03/15,2.0988,"17,735,642"
04/05/2014,04/09/2014,03/08,2.1026,"17,829,678"
04/05/2014,04/09/2014,03/15,2.0988,"17,735,642"
04/05/2014,04/09/2014,03/22,2.0857,"17,199,017"
04/05/2014,04/09/2014,03/29,2.0730,"20,311,558"
04/05/2014,04/09/2014,04/05,2.0524,"23,869,288"
03/29/2014,04/02/2014,03/29,2.0734,"20,144,671"
03/29/2014,04/02/2014,03/22,2.0860,"17,160,391"
03/29/2014,04/02/2014,03/15,2.0988,"17,735,642"
03/29/2014,04/02/2014,03/08,2.1026,"17,829,678"
03/29/2014,04/02/2014,03/01,2.0833,"19,243,172"
03/22/2014,03/26/2014,02/22,2.0821,"17,770,338"
03/22/2014,03/26/2014,03/01,2.0830,"19,202,354"
03/22/2014,03/26/2014,03/08,2.1026,"17,831,902"
03/22/2014,03/26/2014,03/15,2.0988,"17,735,642"
03/22/2014,03/26/2014,03/22,2.0892,"16,787,532"
03/15/2014,03/19/2014,03/15,2.0984,"16,344,887"
03/15/2014,03/19/2014,03/08,2.1030,"16,988,862"
03/15/2014,03/19/2014,03/01,2.0852,"19,116,353"
03/15/2014,03/19/2014,02/22,2.0821,"17,770,338"
03/15/2014,03/19/2014,02/15,2.0771,"16,111,772"
03/08/2014,03/12/2014,02/08,2.0694,"20,580,175"
03/08/2014,03/12/2014,02/15,2.0771,"16,111,772"
03/08/2014,03/12/2014,02/22,2.0818,"17,758,338"
03/08/2014,03/12/2014,03/01,2.0852,"19,116,353"
03/08/2014,03/12/2014,03/08,2.1032,"16,822,501"
03/01/2014,03/05/2014,03/01,2.0855,"19,260,147"
03/01/2014,03/05/2014,02/22,2.0818,"17,758,338"
03/01/2014,03/05/2014,02/15,2.0771,"16,111,772"
03/01/2014,03/05/2014,02/08,2.0694,"20,580,175"
03/01/2014,03/05/2014,02/01,2.0635,"16,833,297"
02/22/2014,02/26/2014,01/25,2.0434,"17,947,704"
02/22/2014,02/26/2014,02/01,2.0635,"16,833,298"
02/22/2014,02/26/2014,02/08,2.0686,"23,694,515"
02/22/2014,02/26/2014,02/15,2.0766,"15,690,142"
02/22/2014,02/26/2014,02/22,2.0825,"17,084,214"
02/15/2014,02/20/2014,02/15,2.0766,"15,668,096"
02/15/2014,02/20/2014,02/08,2.0686,"23,654,963"
02/15/2014,02/20/2014,02/01,2.0637,"16,790,798"
02/15/2014,02/20/2014,01/25,2.0434,"17,947,704"
02/15/2014,02/20/2014,01/18,2.0360,"22,151,860"
02/08/2014,02/12/2014,01/11,2.0159,"18,600,280"
02/08/2014,02/12/2014,01/18,2.0360,"22,151,860"
02/08/2014,02/12/2014,01/25,2.0425,"17,988,536"
02/08/2014,02/12/2014,02/01,2.0638,"16,749,481"
02/08/2014,02/12/2014,02/08,2.0692,"23,417,968"
02/01/2014,02/05/2014,02/01,2.0638,"16,707,594"
02/01/2014,02/05/2014,01/25,2.0435,"17,784,526"
02/01/2014,02/05/2014,01/18,2.0360,"22,068,247"
02/01/2014,02/05/2014,01/11,2.0159,"18,600,556"
02/01/2014,02/05/2014,01/04,2.0050,"14,423,960"
01/25/2014,01/29/2014,12/28,1.9787,"7,751,145"
01/25/2014,01/29/2014,01/04,2.0050,"14,423,960"
01/25/2014,01/29/2014,01/11,2.0160,"18,475,088"
01/25/2014,01/29/2014,01/18,2.0359,"21,928,156"
01/25/2014,01/29/2014,01/25,2.0434,"17,701,815"
01/18/2014,01/23/2014,01/18,2.0362,"21,888,317"
01/18/2014,01/23/2014,01/11,2.0160,"18,475,088"
01/18/2014,01/23/2014,01/04,2.0050,"14,426,368"
01/18/2014,01/23/2014,12/28,1.9787,"7,751,145"
01/18/2014,01/23/2014,12/21,1.9690,"16,883,404"
01/11/2014,01/15/2014,12/14,1.9511,"16,792,042"
01/11/2014,01/15/2014,12/21,1.9690,"16,883,404"
01/11/2014,01/15/2014,12/28,1.9787,"7,751,145"
01/11/2014,01/15/2014,01/04,2.0039,"13,914,467"
01/11/2014,01/15/2014,01/11,2.0150,"18,130,668"
01/04/2014,01/08/2014,01/04,2.0029,"13,955,693"
01/04/2014,01/08/2014,12/28,1.9787,"7,751,145"
01/04/2014,01/08/2014,12/21,1.9624,"17,171,041"
01/04/2014,01/08/2014,12/14,1.9475,"16,744,150"
01/04/2014,01/08/2014,12/07,1.9356,"13,355,929"
12/28/2013,01/02/2014,11/30,1.9094,"11,530,896"
12/28/2013,01/02/2014,12/07,1.9362,"13,355,929"
12/28/2013,01/02/2014,12/14,1.9472,"16,618,631"
12/28/2013,01/02/2014,12/21,1.9625,"17,171,041"
12/28/2013,01/02/2014,12/28,1.9785,"7,709,258"
12/21/2013,12/26/2013,12/21,1.9625,"17,171,041"
12/21/2013,12/26/2013,12/14,1.9472,"16,618,631"
12/21/2013,12/26/2013,12/07,1.9362,"13,355,929"
12/21/2013,12/26/2013,11/30,1.9094,"11,530,896"
12/21/2013,12/26/2013,11/23,1.9023,"14,383,219"
12/14/2013,12/18/2013,11/16,1.8918,"12,921,238"
12/14/2013,12/18/2013,11/23,1.9023,"14,383,219"
12/14/2013,12/18/2013,11/30,1.9094,"11,530,896"
12/14/2013,12/18/2013,12/07,1.9362,"13,355,929"
12/14/2013,12/18/2013,12/14,1.9472,"16,618,631"
12/07/2013,12/11/2013,12/07,1.9363,"13,355,929"
12/07/2013,12/11/2013,11/30,1.9094,"11,530,896"
12/07/2013,12/11/2013,11/23,1.9023,"14,383,219"
12/07/2013,12/11/2013,11/16,1.8919,"12,874,501"
12/07/2013,12/11/2013,11/09,1.8809,"13,855,940"
11/30/2013,12/04/2013,11/02,1.8633,"12,904,099"
11/30/2013,12/04/2013,11/09,1.8809,"13,855,940"
11/30/2013,12/04/2013,11/16,1.8919,"12,874,501"
11/30/2013,12/04/2013,11/23,1.9023,"14,383,219"
11/30/2013,12/04/2013,11/30,1.9092,"11,365,234"
11/23/2013,11/27/2013,11/23,1.9023,"14,383,220"
11/23/2013,11/27/2013,11/16,1.8919,"12,874,501"
11/23/2013,11/27/2013,11/09,1.8809,"13,855,940"
11/23/2013,11/27/2013,11/02,1.8633,"12,904,099"
11/23/2013,11/27/2013,10/26,1.8453,"15,482,888"
11/16/2013,11/20/2013,10/19,1.8430,"15,790,269"
11/16/2013,11/20/2013,10/26,1.8453,"15,482,888"
11/16/2013,11/20/2013,11/02,1.8615,"11,407,507"
11/16/2013,11/20/2013,11/09,1.8801,"13,683,981"
11/16/2013,11/20/2013,11/16,1.8914,"12,795,734"
11/09/2013,11/14/2013,11/09,1.8799,"13,725,868"
11/09/2013,11/14/2013,11/02,1.8615,"11,407,507"
11/09/2013,11/14/2013,10/26,1.8455,"15,482,888"
11/09/2013,11/14/2013,10/19,1.8432,"15,790,269"
11/09/2013,11/14/2013,10/12,1.8284,0
11/02/2013,11/06/2013,10/05,1.8289,0
11/02/2013,11/06/2013,10/12,1.8284,0
11/02/2013,11/06/2013,10/19,1.8432,"15,790,269"
11/02/2013,11/06/2013,10/26,1.8455,"15,482,888"
11/02/2013,11/06/2013,11/02,1.8616,"11,407,507"
10/26/2013,10/30/2013,10/26,1.8457,"15,360,130"
10/26/2013,10/30/2013,10/19,1.8432,"15,795,186"
10/26/2013,10/30/2013,10/12,1.8284,0
10/26/2013,10/30/2013,10/05,1.8289,0
10/26/2013,10/30/2013,09/28,1.8196,0
10/19/2013,10/23/2013,09/21,1.8149,"16,354,336"
10/19/2013,10/23/2013,09/28,1.8196,0
10/19/2013,10/23/2013,10/05,1.8289,0
10/19/2013,10/23/2013,10/12,1.8284,0
10/19/2013,10/23/2013,10/19,1.8431,"15,797,396"
10/12/2013,10/23/2013,10/12,1.8284,0
10/12/2013,10/23/2013,10/05,1.8289,0
10/12/2013,10/23/2013,09/28,1.8196,0
10/12/2013,10/23/2013,09/21,1.8149,"16,354,336"
10/12/2013,10/23/2013,09/14,1.8043,"16,899,598"
10/05/2013,10/23/2013,09/07,1.7953,"12,384,269"
10/05/2013,10/23/2013,09/14,1.8043,"16,899,598"
10/05/2013,10/23/2013,09/21,1.8149,"16,354,336"
10/05/2013,10/23/2013,09/28,1.8196,0
10/05/2013,10/23/2013,10/05,1.8289,0
09/28/2013,10/23/2013,09/28,1.8196,0
09/28/2013,10/23/2013,09/21,1.8149,"16,354,336"
09/28/2013,10/23/2013,09/14,1.8043,"16,899,598"
09/28/2013,10/23/2013,09/07,1.7953,"12,384,269"
09/28/2013,10/23/2013,08/31,1.7843,"17,727,658"
09/21/2013,09/25/2013,08/24,1.7738,"13,301,351"
09/21/2013,09/25/2013,08/31,1.7843,"17,727,658"
09/21/2013,09/25/2013,09/07,1.7953,"12,384,269"
09/21/2013,09/25/2013,09/14,1.8043,"16,899,598"
09/21/2013,09/25/2013,09/21,1.8149,"16,354,336"
09/14/2013,09/18/2013,09/14,1.8048,"16,858,262"
09/14/2013,09/18/2013,09/07,1.7953,"12,384,269"
09/14/2013,09/18/2013,08/31,1.7843,"17,727,658"
09/14/2013,09/18/2013,08/24,1.7738,"13,301,351"
09/14/2013,09/18/2013,08/17,1.7713,"13,694,371"
09/07/2013,09/11/2013,08/10,1.7653,"17,089,413"
09/07/2013,09/11/2013,08/17,1.7713,"13,694,371"
09/07/2013,09/11/2013,08/24,1.7738,"13,301,351"
09/07/2013,09/11/2013,08/31,1.7843,"17,727,658"
09/07/2013,09/11/2013,09/07,1.7950,"12,299,833"
08/31/2013,09/05/2013,08/31,1.7839,"17,425,627"
08/31/2013,09/05/2013,08/24,1.7736,"13,258,851"
08/31/2013,09/05/2013,08/17,1.7713,"13,694,371"
08/31/2013,09/05/2013,08/10,1.7651,"17,133,505"
08/31/2013,09/05/2013,08/03,1.7592,"16,632,877"
08/24/2013,08/28/2013,07/27,1.7476,"16,409,740"
08/24/2013,08/28/2013,08/03,1.7592,"16,632,877"
08/24/2013,08/28/2013,08/10,1.7651,"17,133,505"
08/24/2013,08/28/2013,08/17,1.7713,"13,694,371"
08/24/2013,08/28/2013,08/24,1.7741,"13,088,851"
08/17/2013,08/21/2013,08/17,1.7713,"13,694,371"
